posc_code,posc_type,posc_name,erm_type,erm_name
Unknown,Unknown,Unknown,LambertConicConformal,LAM_TAS
Unknown,Unknown,Unknown,LambertConicConformal,LAM_USA
Unknown,Unknown,Unknown,LambertConicConformal,LAM_VIC
Unknown,Unknown,Unknown,LambertConicConformal,LAM_WA
Unknown,Unknown,Lambert Libya lat origin 28,LambertConicConformal,LCC_GPX
Unknown,Unknown,Unknown,LambertConicConformal,LM2AF72
Unknown,Unknown,Unknown,LambertConicConformal,LM2AF92
Unknown,Unknown,Unknown,LambertConicConformal,LM2AF93
Unknown,Unknown,Unknown,LambertConicConformal,LM2AF94
Unknown,Unknown,Unknown,LambertConicConformal,LM2AF95
Unknown,Unknown,Unknown,LambertConicConformal,LM2AF113
Unknown,Unknown,Unknown,LambertConicConformal,LM2AF114
Unknown,Unknown,Unknown,LambertConicConformal,LM2AFE
Unknown,Unknown,Unknown,LambertConicConformal,LM2AFSH
Unknown,Unknown,Unknown,LambertConicConformal,LM2ALBERTA
Unknown,Unknown,Unknown,LambertConicConformal,LM2ALG
Unknown,Unknown,Unknown,LambertConicConformal,LM2ANT1
Unknown,Unknown,Unknown,LambertConicConformal,LM2ARAB
Unknown,Unknown,Unknown,LambertConicConformal,LM2ARAMCO
Unknown,Unknown,Unknown,LambertConicConformal,LM2AREA1
Unknown,Unknown,Unknown,LambertConicConformal,LM2AREA2
Unknown,Unknown,Unknown,LambertConicConformal,LM2AREA3
Unknown,Unknown,Unknown,LambertConicConformal,LM2ARKNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2ARKNM
Unknown,Unknown,Unknown,LambertConicConformal,LM2ARKSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2ARKSM
Unknown,Unknown,Unknown,LambertConicConformal,LM2ASEAN
Unknown,Unknown,Unknown,LambertConicConformal,LM2ASIA
Unknown,Unknown,Unknown,LambertConicConformal,LM2AUST
Unknown,Unknown,Unknown,LambertConicConformal,LM2AZERB
Unknown,Unknown,Unknown,LambertConicConformal,LM2BAREN
Unknown,Unknown,Unknown,LambertConicConformal,LM2BC
Unknown,Unknown,Unknown,LambertConicConformal,LM2BELG
Unknown,Unknown,Unknown,LambertConicConformal,LM2BKSEA
Unknown,Unknown,Unknown,LambertConicConformal,LM2BLACK
Unknown,Unknown,Unknown,LambertConicConformal,LM2BLCKS
Unknown,Unknown,Unknown,LambertConicConformal,LM2BLKSE
Unknown,Unknown,Unknown,LambertConicConformal,LM2BNOR
Unknown,Unknown,Unknown,LambertConicConformal,LM2BOF
Unknown,Unknown,Unknown,LambertConicConformal,LM2BURMA
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAL1F
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAL2F
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAL3F
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAL4F
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAL4M
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAL5F
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAL5M
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAL6F
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAL7F
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAMER
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAN
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAN60
Unknown,Unknown,Unknown,LambertConicConformal,LM2CAN78
Unknown,Unknown,Unknown,LambertConicConformal,LM2CBRAZ
Unknown,Unknown,Unknown,LambertConicConformal,LM2CEGYP
Unknown,Unknown,Unknown,LambertConicConformal,LM2CFRAN
Unknown,Unknown,Unknown,LambertConicConformal,LM2CHBON
Unknown,Unknown,Unknown,LambertConicConformal,LM2CHECS
Unknown,Unknown,Unknown,LambertConicConformal,LM2CHEOF
Unknown,Unknown,Unknown,LambertConicConformal,LM2CHIN
Unknown,Unknown,Unknown,LambertConicConformal,LM2CHINA
Unknown,Unknown,Unknown,LambertConicConformal,LM2CHRUS
Unknown,Unknown,Unknown,LambertConicConformal,LM2CHYS
Unknown,Unknown,Unknown,LambertConicConformal,LM2CM693
Unknown,Unknown,Unknown,LambertConicConformal,LM2COLCF
Unknown,Unknown,Unknown,LambertConicConformal,LM2COLNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2COLSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2COLUM
Unknown,Unknown,Unknown,LambertConicConformal,LM2COMAN
Unknown,Unknown,Unknown,LambertConicConformal,LM2CONNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2CONNM
Unknown,Unknown,Unknown,LambertConicConformal,LM2CSPN
Unknown,Unknown,Unknown,LambertConicConformal,LM2EE
Unknown,Unknown,Unknown,LambertConicConformal,LM2EGYPT
Unknown,Unknown,Unknown,LambertConicConformal,LM2ELSALV
Unknown,Unknown,Unknown,LambertConicConformal,LM2EUNDX
Unknown,Unknown,Unknown,LambertConicConformal,LM2EURO
Unknown,Unknown,Unknown,LambertConicConformal,LM2FKLDS
Unknown,Unknown,Unknown,LambertConicConformal,LM2FLANF
Unknown,Unknown,Unknown,LambertConicConformal,LM2FRANC
Unknown,Unknown,Unknown,LambertConicConformal,LM2GULF
Unknown,Unknown,Unknown,LambertConicConformal,LM2H6
Unknown,Unknown,Unknown,LambertConicConformal,LM2IND76
Unknown,Unknown,Unknown,LambertConicConformal,LM2IND77
Unknown,Unknown,Unknown,LambertConicConformal,LM2IND78
Unknown,Unknown,Unknown,LambertConicConformal,LM2IND96
Unknown,Unknown,Unknown,LambertConicConformal,LM2IND97
Unknown,Unknown,Unknown,LambertConicConformal,LM2IND98
Unknown,Unknown,Unknown,LambertConicConformal,LM2INDIA
Unknown,Unknown,Unknown,LambertConicConformal,LM2IOWNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2IOWSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2IRAN
Unknown,Unknown,Unknown,LambertConicConformal,LM2JEBCO
Unknown,Unknown,Unknown,LambertConicConformal,LM2JUNGB
Unknown,Unknown,Unknown,LambertConicConformal,LM2KALIM
Unknown,Unknown,Unknown,LambertConicConformal,LM2KANNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2KANNM
Unknown,Unknown,Unknown,LambertConicConformal,LM2KYNFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2KYNM
Unknown,Unknown,Unknown,LambertConicConformal,LM2KYSFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2LANDS
Unknown,Unknown,Unknown,LambertConicConformal,LM2LANFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2LANM
Unknown,Unknown,Unknown,LambertConicConformal,LM2LAOFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2LASFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2LASM
Unknown,Unknown,Unknown,LambertConicConformal,LM2MAINE
Unknown,Unknown,Unknown,LambertConicConformal,LM2MARYF
Unknown,Unknown,Unknown,LambertConicConformal,LM2MASIF
Unknown,Unknown,Unknown,LambertConicConformal,LM2MASIM
Unknown,Unknown,Unknown,LambertConicConformal,LM2MASMF
Unknown,Unknown,Unknown,LambertConicConformal,LM2ME
Unknown,Unknown,Unknown,LambertConicConformal,LM2ME1
Unknown,Unknown,Unknown,LambertConicConformal,LM2MEDIT
Unknown,Unknown,Unknown,LambertConicConformal,LM2MICCF
Unknown,Unknown,Unknown,LambertConicConformal,LM2MICNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2MICSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2MINCF
Unknown,Unknown,Unknown,LambertConicConformal,LM2MINNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2MINSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2MOCFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2MON
Unknown,Unknown,Unknown,LambertConicConformal,LM2MONFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2MOSFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2MTCFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2MTM
Unknown,Unknown,Unknown,LambertConicConformal,LM2MTNFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2MTSFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2MUSGR
Unknown,Unknown,Unknown,LambertConicConformal,LM2NBRUN
Unknown,Unknown,Unknown,LambertConicConformal,LM2NBSEA
Unknown,Unknown,Unknown,LambertConicConformal,LM2NCAFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2NDNFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2NDNM
Unknown,Unknown,Unknown,LambertConicConformal,LM2NDSFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2NEBM
Unknown,Unknown,Unknown,LambertConicConformal,LM2NEBNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2NEBSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2NEPAL
Unknown,Unknown,Unknown,LambertConicConformal,LM2NEWYF
Unknown,Unknown,Unknown,LambertConicConformal,LM2NFA
Unknown,Unknown,Unknown,LambertConicConformal,LM2NFB
Unknown,Unknown,Unknown,LambertConicConformal,LM2NHEM
Unknown,Unknown,Unknown,LambertConicConformal,LM2NSEA
Unknown,Unknown,Unknown,LambertConicConformal,LM2NSW1
Unknown,Unknown,Unknown,LambertConicConformal,LM2NSW2
Unknown,Unknown,Unknown,LambertConicConformal,LM2NZN
Unknown,Unknown,Unknown,LambertConicConformal,LM2NZS
Unknown,Unknown,Unknown,LambertConicConformal,LM2OHINF
Unknown,Unknown,Unknown,LambertConicConformal,LM2OHISF
Unknown,Unknown,Unknown,LambertConicConformal,LM2OKLNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2OKLNM
Unknown,Unknown,Unknown,LambertConicConformal,LM2OKLSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2OKLSM
Unknown,Unknown,Unknown,LambertConicConformal,LM2ONH25
Unknown,Unknown,Unknown,LambertConicConformal,LM2ORENF
Unknown,Unknown,Unknown,LambertConicConformal,LM2ORESF
Unknown,Unknown,Unknown,LambertConicConformal,LM2OSTER
Unknown,Unknown,Unknown,LambertConicConformal,LM2PAK
Unknown,Unknown,Unknown,LambertConicConformal,LM2PANFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2PASFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2PRMB
Unknown,Unknown,Unknown,LambertConicConformal,LM2PRV1F
Unknown,Unknown,Unknown,LambertConicConformal,LM2PRV2F
Unknown,Unknown,Unknown,LambertConicConformal,LM2RUSS
Unknown,Unknown,Unknown,LambertConicConformal,LM2RUSS1
Unknown,Unknown,Unknown,LambertConicConformal,LM2RUSS2
Unknown,Unknown,Unknown,LambertConicConformal,LM2RUSS3
Unknown,Unknown,Unknown,LambertConicConformal,LM2RUSS4
Unknown,Unknown,Unknown,LambertConicConformal,LM2RUSS5
Unknown,Unknown,Unknown,LambertConicConformal,LM2RUSS6
Unknown,Unknown,Unknown,LambertConicConformal,LM2SA
Unknown,Unknown,Unknown,LambertConicConformal,LM2SCHIN
Unknown,Unknown,Unknown,LambertConicConformal,LM2SCHNS
Unknown,Unknown,Unknown,LambertConicConformal,LM2SCNFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2SCSFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2SDNFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2SDSFT
Unknown,Unknown,Unknown,LambertConicConformal,LM2SEYCH
Unknown,Unknown,Unknown,LambertConicConformal,LM2SHAW
Unknown,Unknown,Unknown,LambertConicConformal,LM2SWED
Unknown,Unknown,Unknown,LambertConicConformal,LM2SYRIA
Unknown,Unknown,Unknown,LambertConicConformal,LM2TAIW
Unknown,Unknown,Unknown,LambertConicConformal,LM2TARIM
Unknown,Unknown,Unknown,LambertConicConformal,LM2TENNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2TIBET
Unknown,Unknown,Unknown,LambertConicConformal,LM2TIMAN
Unknown,Unknown,Unknown,LambertConicConformal,LM2TURK
Unknown,Unknown,Unknown,LambertConicConformal,LM2TURKG
Unknown,Unknown,Unknown,LambertConicConformal,LM2TURKY
Unknown,Unknown,Unknown,LambertConicConformal,LM2TXCF
Unknown,Unknown,Unknown,LambertConicConformal,LM2TXCM
Unknown,Unknown,Unknown,LambertConicConformal,LM2TXNCF
Unknown,Unknown,Unknown,LambertConicConformal,LM2TXNCM
Unknown,Unknown,Unknown,LambertConicConformal,LM2TXNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2TXSCF
Unknown,Unknown,Unknown,LambertConicConformal,LM2TXSCM
Unknown,Unknown,Unknown,LambertConicConformal,LM2TXSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2TXSM
Unknown,Unknown,Unknown,LambertConicConformal,LM2UKN
Unknown,Unknown,Unknown,LambertConicConformal,LM2USSR
Unknown,Unknown,Unknown,LambertConicConformal,LM2USSR1
Unknown,Unknown,Unknown,LambertConicConformal,LM2USSR2
Unknown,Unknown,Unknown,LambertConicConformal,LM2UTHCF
Unknown,Unknown,Unknown,LambertConicConformal,LM2UTHNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2UTHSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2VEN
Unknown,Unknown,Unknown,LambertConicConformal,LM2VENCN
Unknown,Unknown,Unknown,LambertConicConformal,LM2VENPC
Unknown,Unknown,Unknown,LambertConicConformal,LM2VIET
Unknown,Unknown,Unknown,LambertConicConformal,LM2VIRNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2VIRSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2WAUST
Unknown,Unknown,Unknown,LambertConicConformal,LM2WISCF
Unknown,Unknown,Unknown,LambertConicConformal,LM2WISNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2WISSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2WSHNF
Unknown,Unknown,Unknown,LambertConicConformal,LM2WSHSF
Unknown,Unknown,Unknown,LambertConicConformal,LM2WVANF
Unknown,Unknown,Unknown,LambertConicConformal,LM2WVASF
Unknown,Unknown,Unknown,LambertConicConformal,LM2_WA_WGS84
11701,Lambert Conic Conformal (2SP),Louisiana CS27 North zone,LambertConicConformal,LOUISIANA_CS27_NORTH_ZONE
11702,Lambert Conic Conformal (2SP),Louisiana CS27 South zone,LambertConicConformal,LOUISIANA_CS27_SOUTH_ZONE
11731,Lambert Conic Conformal (2SP),Louisiana CS83 North zone,LambertConicConformal,LOUISIANA_CS83_NORTH_ZONE
11732,Lambert Conic Conformal (2SP),Louisiana CS83 South zone,LambertConicConformal,LOUISIANA_CS83_SOUTH_ZONE
11900,Lambert Conic Conformal (2SP),Maryland CS27,LambertConicConformal,MARYLAND_CS27
11930,Lambert Conic Conformal (2SP),Maryland CS83,LambertConicConformal,MARYLAND_CS83
12002,Lambert Conic Conformal (2SP),Massachusetts CS27 Island zone,LambertConicConformal,MASSACHUSETTS_CS27_ISLAND_ZONE
12001,Lambert Conic Conformal (2SP),Massachusetts CS27 Mainland zone,LambertConicConformal,MASSACHUSETTS_CS27_MAINLAND_ZONE
12032,Lambert Conic Conformal (2SP),Massachusetts CS83 Island zone,LambertConicConformal,MASSACHUSETTS_CS83_ISLAND_ZONE
12031,Lambert Conic Conformal (2SP),Massachusetts CS83 Mainland zone,LambertConicConformal,MASSACHUSETTS_CS83_MAINLAND_ZONE
12112,Lambert Conic Conformal (2SP),Michigan CS27 Central zone,LambertConicConformal,MICHIGAN_CS27_CENTRAL_ZONE
12111,Lambert Conic Conformal (2SP),Michigan CS27 North zone,LambertConicConformal,MICHIGAN_CS27_NORTH_ZONE
12113,Lambert Conic Conformal (2SP),Michigan CS27 South zone,LambertConicConformal,MICHIGAN_CS27_SOUTH_ZONE
12142,Lambert Conic Conformal (2SP),Michigan CS83 Central zone,LambertConicConformal,MICHIGAN_CS83_CENTRAL_ZONE
12141,Lambert Conic Conformal (2SP),Michigan CS83 North zone,LambertConicConformal,MICHIGAN_CS83_NORTH_ZONE
12143,Lambert Conic Conformal (2SP),Michigan CS83 South zone,LambertConicConformal,MICHIGAN_CS83_SOUTH_ZONE
12202,Lambert Conic Conformal (2SP),Minnesota CS27 Central zone,LambertConicConformal,MINNESOTA_CS27_CENTRAL_ZONE
12201,Lambert Conic Conformal (2SP),Minnesota CS27 North zone,LambertConicConformal,MINNESOTA_CS27_NORTH_ZONE
12203,Lambert Conic Conformal (2SP),Minnesota CS27 South zone,LambertConicConformal,MINNESOTA_CS27_SOUTH_ZONE
12232,Lambert Conic Conformal (2SP),Minnesota CS83 Central zone,LambertConicConformal,MINNESOTA_CS83_CENTRAL_ZONE
12231,Lambert Conic Conformal (2SP),Minnesota CS83 North zone,LambertConicConformal,MINNESOTA_CS83_NORTH_ZONE
12233,Lambert Conic Conformal (2SP),Minnesota CS83 South zone,LambertConicConformal,MINNESOTA_CS83_SOUTH_ZONE
12502,Lambert Conic Conformal (2SP),Montana CS27 Central zone,LambertConicConformal,MONTANA_CS27_CENTRAL_ZONE
12501,Lambert Conic Conformal (2SP),Montana CS27 North zone,LambertConicConformal,MONTANA_CS27_NORTH_ZONE
12503,Lambert Conic Conformal (2SP),Montana CS27 South zone,LambertConicConformal,MONTANA_CS27_SOUTH_ZONE
12530,Lambert Conic Conformal (2SP),Montana CS83,LambertConicConformal,MONTANA_CS83
12601,Lambert Conic Conformal (2SP),Nebraska CS27 North zone,LambertConicConformal,NEBRASKA_CS27_NORTH_ZONE
12602,Lambert Conic Conformal (2SP),Nebraska CS27 South zone,LambertConicConformal,NEBRASKA_CS27_SOUTH_ZONE
12630,Lambert Conic Conformal (2SP),Nebraska CS83,LambertConicConformal,NEBRASKA_CS83
13104,Lambert Conic Conformal (2SP),New York CS27 Long Island zone,LambertConicConformal,NEW_YORK_CS27_LONG_ISLAND_ZONE
13134,Lambert Conic Conformal (2SP),New York CS83 Long Island zone,LambertConicConformal,NEW_YORK_CS83_LONG_ISLAND_ZONE
13200,Lambert Conic Conformal (2SP),North Carolina CS27,LambertConicConformal,NORTH_CAROLINA_CS27
13230,Lambert Conic Conformal (2SP),North Carolina CS83,LambertConicConformal,NORTH_CAROLINA_CS83
13301,Lambert Conic Conformal (2SP),North Dakota CS27 North zone,LambertConicConformal,NORTH_DAKOTA_CS27_NORTH_ZONE
13302,Lambert Conic Conformal (2SP),North Dakota CS27 South zone,LambertConicConformal,NORTH_DAKOTA_CS27_SOUTH_ZONE
13331,Lambert Conic Conformal (2SP),North Dakota CS83 North zone,LambertConicConformal,NORTH_DAKOTA_CS83_NORTH_ZONE
13332,Lambert Conic Conformal (2SP),North Dakota CS83 South zone,LambertConicConformal,NORTH_DAKOTA_CS83_SOUTH_ZONE
13401,Lambert Conic Conformal (2SP),Ohio CS27 North zone,LambertConicConformal,OHIO_CS27_NORTH_ZONE
13402,Lambert Conic Conformal (2SP),Ohio CS27 South zone,LambertConicConformal,OHIO_CS27_SOUTH_ZONE
13431,Lambert Conic Conformal (2SP),Ohio CS83 North zone,LambertConicConformal,OHIO_CS83_NORTH_ZONE
13432,Lambert Conic Conformal (2SP),Ohio CS83 South zone,LambertConicConformal,OHIO_CS83_SOUTH_ZONE
13501,Lambert Conic Conformal (2SP),Oklahoma CS27 North zone,LambertConicConformal,OKLAHOMA_CS27_NORTH_ZONE
13502,Lambert Conic Conformal (2SP),Oklahoma CS27 South zone,LambertConicConformal,OKLAHOMA_CS27_SOUTH_ZONE
13531,Lambert Conic Conformal (2SP),Oklahoma CS83 North zone,LambertConicConformal,OKLAHOMA_CS83_NORTH_ZONE
13532,Lambert Conic Conformal (2SP),Oklahoma CS83 South zone,LambertConicConformal,OKLAHOMA_CS83_SOUTH_ZONE
13601,Lambert Conic Conformal (2SP),Oregon CS27 North zone,LambertConicConformal,OREGON_CS27_NORTH_ZONE
13602,Lambert Conic Conformal (2SP),Oregon CS27 South zone,LambertConicConformal,OREGON_CS27_SOUTH_ZONE
13631,Lambert Conic Conformal (2SP),Oregon CS83 North zone,LambertConicConformal,OREGON_CS83_NORTH_ZONE
13632,Lambert Conic Conformal (2SP),Oregon CS83 South zone,LambertConicConformal,OREGON_CS83_SOUTH_ZONE
13701,Lambert Conic Conformal (2SP),Pennsylvania CS27 North zone,LambertConicConformal,PENNSYLVANIA_CS27_NORTH_ZONE
13702,Lambert Conic Conformal (2SP),Pennsylvania CS27 South zone,LambertConicConformal,PENNSYLVANIA_CS27_SOUTH_ZONE
13731,Lambert Conic Conformal (2SP),Pennsylvania CS83 North zone,LambertConicConformal,PENNSYLVANIA_CS83_NORTH_ZONE
13732,Lambert Conic Conformal (2SP),Pennsylvania CS83 South zone,LambertConicConformal,PENNSYLVANIA_CS83_SOUTH_ZONE
15201,Lambert Conic Conformal (2SP),Puerto Rico CS27,LambertConicConformal,PUERTO_RICO_CS27
15230,Lambert Conic Conformal (2SP),Puerto Rico & Virgin Islands CS83,LambertConicConformal,PUERTO_RICO_&_VIRGIN_ISLANDS_CS83
19944,Lambert Conic Conformal (2SP),Quebec Lambert Projection,LambertConicConformal,QUEBEC_LAMBERT_PROJECTION
13901,Lambert Conic Conformal (2SP),South Carolina CS27 North zone,LambertConicConformal,SOUTH_CAROLINA_CS27_NORTH_ZONE
13902,Lambert Conic Conformal (2SP),South Carolina CS27 South zone,LambertConicConformal,SOUTH_CAROLINA_CS27_SOUTH_ZONE
13930,Lambert Conic Conformal (2SP),South Carolina CS83,LambertConicConformal,SOUTH_CAROLINA_CS83
14001,Lambert Conic Conformal (2SP),South Dakota CS27 North zone,LambertConicConformal,SOUTH_DAKOTA_CS27_NORTH_ZONE
14002,Lambert Conic Conformal (2SP),South Dakota CS27 South zone,LambertConicConformal,SOUTH_DAKOTA_CS27_SOUTH_ZONE
14031,Lambert Conic Conformal (2SP),South Dakota CS83 North zone,LambertConicConformal,SOUTH_DAKOTA_CS83_NORTH_ZONE
14032,Lambert Conic Conformal (2SP),South Dakota CS83 South zone,LambertConicConformal,SOUTH_DAKOTA_CS83_SOUTH_ZONE
15202,Lambert Conic Conformal (2SP),St. Croix CS27,LambertConicConformal,ST._CROIX_CS27
14100,Lambert Conic Conformal (2SP),Tennessee CS27,LambertConicConformal,TENNESSEE_CS27
14130,Lambert Conic Conformal (2SP),Tennessee CS83,LambertConicConformal,TENNESSEE_CS83
14203,Lambert Conic Conformal (2SP),Texas CS27 Central zone,LambertConicConformal,TEXAS_CS27_CENTRAL_ZONE
14202,Lambert Conic Conformal (2SP),Texas CS27 North Central zone,LambertConicConformal,TEXAS_CS27_NORTH_CENTRAL_ZONE
14201,Lambert Conic Conformal (2SP),Texas CS27 North zone,LambertConicConformal,TEXAS_CS27_NORTH_ZONE
14204,Lambert Conic Conformal (2SP),Texas CS27 South Central zone,LambertConicConformal,TEXAS_CS27_SOUTH_CENTRAL_ZONE
14205,Lambert Conic Conformal (2SP),Texas CS27 South zone,LambertConicConformal,TEXAS_CS27_SOUTH_ZONE
14233,Lambert Conic Conformal (2SP),Texas CS83 Central zone,LambertConicConformal,TEXAS_CS83_CENTRAL_ZONE
14232,Lambert Conic Conformal (2SP),Texas CS83 North Central zone,LambertConicConformal,TEXAS_CS83_NORTH_CENTRAL_ZONE
14231,Lambert Conic Conformal (2SP),Texas CS83 North zone,LambertConicConformal,TEXAS_CS83_NORTH_ZONE
14234,Lambert Conic Conformal (2SP),Texas CS83 South Central zone,LambertConicConformal,TEXAS_CS83_SOUTH_CENTRAL_ZONE
14235,Lambert Conic Conformal (2SP),Texas CS83 South zone,LambertConicConformal,TEXAS_CS83_SOUTH_ZONE
14302,Lambert Conic Conformal (2SP),Utah CS27 Central zone,LambertConicConformal,UTAH_CS27_CENTRAL_ZONE
14301,Lambert Conic Conformal (2SP),Utah CS27 North zone,LambertConicConformal,UTAH_CS27_NORTH_ZONE
14303,Lambert Conic Conformal (2SP),Utah CS27 South zone,LambertConicConformal,UTAH_CS27_SOUTH_ZONE
14332,Lambert Conic Conformal (2SP),Utah CS83 Central zone,LambertConicConformal,UTAH_CS83_CENTRAL_ZONE
14331,Lambert Conic Conformal (2SP),Utah CS83 North zone,LambertConicConformal,UTAH_CS83_NORTH_ZONE
14333,Lambert Conic Conformal (2SP),Utah CS83 South zone,LambertConicConformal,UTAH_CS83_SOUTH_ZONE
14501,Lambert Conic Conformal (2SP),Virginia CS27 North zone,LambertConicConformal,VIRGINIA_CS27_NORTH_ZONE
14502,Lambert Conic Conformal (2SP),Virginia CS27 South zone,LambertConicConformal,VIRGINIA_CS27_SOUTH_ZONE
14531,Lambert Conic Conformal (2SP),Virginia CS83 North zone,LambertConicConformal,VIRGINIA_CS83_NORTH_ZONE
14532,Lambert Conic Conformal (2SP),Virginia CS83 South zone,LambertConicConformal,VIRGINIA_CS83_SOUTH_ZONE
14601,Lambert Conic Conformal (2SP),Washington CS27 North zone,LambertConicConformal,WASHINGTON_CS27_NORTH_ZONE
14602,Lambert Conic Conformal (2SP),Washington CS27 South zone,LambertConicConformal,WASHINGTON_CS27_SOUTH_ZONE
14631,Lambert Conic Conformal (2SP),Washington CS83 North zone,LambertConicConformal,WASHINGTON_CS83_NORTH_ZONE
14632,Lambert Conic Conformal (2SP),Washington CS83 South zone,LambertConicConformal,WASHINGTON_CS83_SOUTH_ZONE
14701,Lambert Conic Conformal (2SP),West Virginia CS27 North zone,LambertConicConformal,WEST_VIRGINIA_CS27_NORTH_ZONE
14702,Lambert Conic Conformal (2SP),West Virginia CS27 South zone,LambertConicConformal,WEST_VIRGINIA_CS27_SOUTH_ZONE
14731,Lambert Conic Conformal (2SP),West Virginia CS83 North zone,LambertConicConformal,WEST_VIRGINIA_CS83_NORTH_ZONE
14732,Lambert Conic Conformal (2SP),West Virginia CS83 South zone,LambertConicConformal,WEST_VIRGINIA_CS83_SOUTH_ZONE
14802,Lambert Conic Conformal (2SP),Wisconsin CS27 Central zone,LambertConicConformal,WISCONSIN_CS27_CENTRAL_ZONE
14801,Lambert Conic Conformal (2SP),Wisconsin CS27 North zone,LambertConicConformal,WISCONSIN_CS27_NORTH_ZONE
14803,Lambert Conic Conformal (2SP),Wisconsin CS27 South zone,LambertConicConformal,WISCONSIN_CS27_SOUTH_ZONE
14832,Lambert Conic Conformal (2SP),Wisconsin CS83 Central zone,LambertConicConformal,WISCONSIN_CS83_CENTRAL_ZONE
14831,Lambert Conic Conformal (2SP),Wisconsin CS83 North zone,LambertConicConformal,WISCONSIN_CS83_NORTH_ZONE
14833,Lambert Conic Conformal (2SP),Wisconsin CS83 South zone,LambertConicConformal,WISCONSIN_CS83_SOUTH_ZONE
2154,Lambert Conic Conformal (2SP),RGF93_Lambert93,LambertConicConformal,RGF93_Lambert93
3942,Lambert Conic Conformal (2SP),RGF93_CC42,LambertConicConformal,RGF93_CC42
3943,Lambert Conic Conformal (2SP),RGF93_CC43,LambertConicConformal,RGF93_CC43
3944,Lambert Conic Conformal (2SP),RGF93_CC44,LambertConicConformal,RGF93_CC44
3945,Lambert Conic Conformal (2SP),RGF93_CC45,LambertConicConformal,RGF93_CC45
3946,Lambert Conic Conformal (2SP),RGF93_CC46,LambertConicConformal,RGF93_CC46
3947,Lambert Conic Conformal (2SP),RGF93_CC47,LambertConicConformal,RGF93_CC47
3948,Lambert Conic Conformal (2SP),RGF93_CC48,LambertConicConformal,RGF93_CC48
3949,Lambert Conic Conformal (2SP),RGF93_CC49,LambertConicConformal,RGF93_CC49
3950,Lambert Conic Conformal (2SP),RGF93_CC50,LambertConicConformal,RGF93_CC50
Unknown,Unknown,Unknown,Local,LOCAL1
Unknown,Unknown,Unknown,Local,LOCAL4
Unknown,Unknown,Unknown,Mercator,MERAUS
Unknown,Unknown,Unknown,Mercator,MERC_AFRICA
